"doc","topic","docprop","source","year"
1766,5,0.0412371134020619,"SETL",1992
1766,7,0.00171821305841924,"SETL",1992
1766,8,0.27319587628866,"SETL",1992
1766,9,0.0257731958762887,"SETL",1992
1766,10,0.134020618556701,"SETL",1992
1766,11,0.18213058419244,"SETL",1992
1767,0,0.00245700245700246,"SETL",1992
1767,1,0.432432432432432,"SETL",1992
1767,2,0.0761670761670762,"SETL",1992
1767,5,0.208845208845209,"SETL",1992
1767,8,0.255528255528256,"SETL",1992
1767,9,0.00737100737100737,"SETL",1992
1767,11,0.0171990171990172,"SETL",1992
1768,0,0.344907407407407,"SETL",1992
1768,2,0.115740740740741,"SETL",1992
1768,3,0.00231481481481481,"SETL",1992
1768,5,0.131944444444444,"SETL",1992
1768,6,0.00231481481481481,"SETL",1992
1768,8,0.386574074074074,"SETL",1992
1768,11,0.0162037037037037,"SETL",1992
1769,0,0.0993377483443709,"SETL",1992
1769,2,0.33112582781457,"SETL",1992
1769,3,0.526490066225166,"SETL",1992
1769,4,0.0033112582781457,"SETL",1992
1769,11,0.0397350993377483,"SETL",1992
1770,0,0.0414746543778802,"SETL",1992
1770,1,0.00460829493087558,"SETL",1992
1770,3,0.179723502304147,"SETL",1992
1770,4,0.529953917050691,"SETL",1992
1770,7,0.0276497695852535,"SETL",1992
1770,10,0.0829493087557604,"SETL",1992
1770,11,0.133640552995392,"SETL",1992
1771,0,0.018970189701897,"SETL",1992
1771,2,0.032520325203252,"SETL",1992
1771,5,0.398373983739837,"SETL",1992
1771,7,0.246612466124661,"SETL",1992
1771,8,0.2710027100271,"SETL",1992
1771,11,0.032520325203252,"SETL",1992
1772,0,0.889513108614232,"SETL",1992
1772,2,0.0112359550561798,"SETL",1992
1772,3,0.0112359550561798,"SETL",1992
1772,6,0.00749063670411985,"SETL",1992
1772,8,0.00187265917602996,"SETL",1992
1772,10,0.0131086142322097,"SETL",1992
1772,11,0.0655430711610487,"SETL",1992
1773,0,0.300353356890459,"SETL",1992
1773,2,0.00706713780918728,"SETL",1992
1773,3,0.169611307420495,"SETL",1992
1773,4,0.254416961130742,"SETL",1992
1773,10,0.247349823321555,"SETL",1992
1773,11,0.0212014134275618,"SETL",1992
1774,1,0.00213219616204691,"SETL",1992
1774,7,0.0639658848614073,"SETL",1992
1774,8,0.00426439232409382,"SETL",1992
1774,10,0.914712153518124,"SETL",1992
1774,11,0.0149253731343284,"SETL",1992
1775,1,0.0142348754448399,"SETL",1992
1775,3,0.0106761565836299,"SETL",1992
1775,4,0.519572953736655,"SETL",1992
1775,7,0.163701067615658,"SETL",1992
1775,9,0.0925266903914591,"SETL",1992
1775,10,0.0854092526690391,"SETL",1992
1775,11,0.113879003558719,"SETL",1992
1776,1,0.0573529411764706,"SETL",1992
1776,5,0.0117647058823529,"SETL",1992
1776,6,0.00882352941176471,"SETL",1992
1776,7,0.0279411764705882,"SETL",1992
1776,9,0.0911764705882353,"SETL",1992
1776,10,0.730882352941176,"SETL",1992
1776,11,0.0720588235294118,"SETL",1992
1777,1,0.00240963855421687,"SETL",1992
1777,3,0.142168674698795,"SETL",1992
1777,6,0.489156626506024,"SETL",1992
1777,7,0.306024096385542,"SETL",1992
1777,8,0.00240963855421687,"SETL",1992
1777,10,0.0120481927710843,"SETL",1992
1777,11,0.0457831325301205,"SETL",1992
1778,0,0.616279069767442,"SETL",1992
1778,2,0.00581395348837209,"SETL",1992
1778,4,0.22093023255814,"SETL",1992
1778,10,0.151162790697674,"SETL",1992
1778,11,0.00581395348837209,"SETL",1992
1779,3,0.943529411764706,"SETL",1992
1779,6,0.00470588235294118,"SETL",1992
1779,7,0.00235294117647059,"SETL",1992
1779,8,0.0211764705882353,"SETL",1992
1779,11,0.0282352941176471,"SETL",1992
1780,2,0.897777777777778,"SETL",1992
1780,5,0.0711111111111111,"SETL",1992
1780,9,0.0177777777777778,"SETL",1992
1780,11,0.0133333333333333,"SETL",1992
1781,1,0.455268389662028,"SETL",1992
1781,5,0.00596421471172962,"SETL",1992
1781,6,0.0099403578528827,"SETL",1992
1781,9,0.526838966202783,"SETL",1992
1781,11,0.00198807157057654,"SETL",1992
1782,0,0.666666666666667,"SETL",1992
1782,2,0.0196078431372549,"SETL",1992
1782,4,0.147058823529412,"SETL",1992
1782,10,0.166666666666667,"SETL",1992
1783,2,0.021671826625387,"SETL",1992
1783,3,0.972136222910217,"SETL",1992
1783,4,0.00309597523219814,"SETL",1992
1783,11,0.00309597523219814,"SETL",1992
1784,1,0.00646830530401035,"SETL",1992
1784,7,0.650711513583441,"SETL",1992
1784,9,0.254851228978008,"SETL",1992
1784,10,0.0789133247089263,"SETL",1992
1784,11,0.00905562742561449,"SETL",1992
1785,0,0.122222222222222,"SETL",1992
1785,2,0.0666666666666667,"SETL",1992
1785,4,0.788888888888889,"SETL",1992
1785,8,0.0222222222222222,"SETL",1992
1786,3,0.830985915492958,"SETL",1992
1786,4,0.0140845070422535,"SETL",1992
1786,10,0.126760563380282,"SETL",1992
1786,11,0.028169014084507,"SETL",1992
1787,0,0.0425531914893617,"SETL",1992
1787,3,0.0127659574468085,"SETL",1992
1787,8,0.94468085106383,"SETL",1992
1788,8,1,"SETL",1992
1789,3,0.448275862068966,"SETL",1992
1789,4,0.551724137931034,"SETL",1992
1790,8,1,"SETL",1992
1791,4,1,"SETL",1992
1792,0,0.384422110552764,"SETL",1992
1792,1,0.0100502512562814,"SETL",1992
1792,3,0.188442211055276,"SETL",1992
1792,8,0.185929648241206,"SETL",1992
1792,11,0.231155778894472,"SETL",1992
1793,3,0.027027027027027,"SETL",1992
1793,6,0.22972972972973,"SETL",1992
1793,8,0.0540540540540541,"SETL",1992
1793,9,0.567567567567568,"SETL",1992
1793,10,0.0675675675675676,"SETL",1992
1793,11,0.0540540540540541,"SETL",1992
1794,0,0.0318181818181818,"SETL",1992
1794,3,0.0409090909090909,"SETL",1992
1794,8,0.927272727272727,"SETL",1992
1795,1,0.734299516908213,"SETL",1992
1795,2,0.0193236714975845,"SETL",1992
1795,4,0.00483091787439614,"SETL",1992
1795,5,0.00483091787439614,"SETL",1992
1795,8,0.00966183574879227,"SETL",1992
1795,9,0.1256038647343,"SETL",1992
1795,10,0.0193236714975845,"SETL",1992
1795,11,0.0821256038647343,"SETL",1992
1796,0,0.0241935483870968,"SETL",1992
1796,3,0.0483870967741935,"SETL",1992
1796,5,0.00537634408602151,"SETL",1992
1796,8,0.881720430107527,"SETL",1992
1796,10,0.00268817204301075,"SETL",1992
1796,11,0.0376344086021505,"SETL",1992
1797,3,0.0121951219512195,"SETL",1992
1797,6,0.0365853658536585,"SETL",1992
1797,8,0.945121951219512,"SETL",1992
1797,11,0.00609756097560976,"SETL",1992
1798,3,0.00813008130081301,"SETL",1992
1798,8,0.67479674796748,"SETL",1992
1798,10,0.317073170731707,"SETL",1992
1799,0,0.00617283950617284,"SETL",1992
1799,8,0.907407407407407,"SETL",1992
1799,10,0.0617283950617284,"SETL",1992
1799,11,0.0246913580246914,"SETL",1992
1800,1,0.00387596899224806,"SETL",1992
1800,5,0.00387596899224806,"SETL",1992
1800,8,0.961240310077519,"SETL",1992
1800,11,0.0310077519379845,"SETL",1992
1801,0,0.00193050193050193,"SETL",1992
1801,1,0.00579150579150579,"SETL",1992
1801,2,0.00193050193050193,"SETL",1992
1801,3,0.00193050193050193,"SETL",1992
1801,4,0.00193050193050193,"SETL",1992
1801,5,0.177606177606178,"SETL",1992
1801,7,0.0463320463320463,"SETL",1992
1801,8,0.621621621621622,"SETL",1992
1801,9,0.0675675675675676,"SETL",1992
1801,11,0.0733590733590734,"SETL",1992
1802,2,0.00253164556962025,"SETL",1992
1802,3,0.0582278481012658,"SETL",1992
1802,4,0.845569620253165,"SETL",1992
1802,6,0.00253164556962025,"SETL",1992
1802,7,0.0708860759493671,"SETL",1992
1802,11,0.020253164556962,"SETL",1992
1803,7,0.015748031496063,"SETL",1992
1803,8,0.905511811023622,"SETL",1992
1803,9,0.047244094488189,"SETL",1992
1803,11,0.031496062992126,"SETL",1992
1804,0,0.00671140939597315,"SETL",1992
1804,1,0.00335570469798658,"SETL",1992
1804,5,0.00671140939597315,"SETL",1992
1804,7,0.691275167785235,"SETL",1992
1804,8,0.0469798657718121,"SETL",1992
1804,9,0.0436241610738255,"SETL",1992
1804,10,0.0671140939597315,"SETL",1992
1804,11,0.134228187919463,"SETL",1992
1805,2,0.991701244813278,"SETL",1992
1805,11,0.00829875518672199,"SETL",1992
1806,2,0.00140252454417952,"SETL",1992
1806,4,0.032258064516129,"SETL",1992
1806,5,0.964936886395512,"SETL",1992
1806,11,0.00140252454417952,"SETL",1992
1807,1,0.004,"SETL",1992
1807,8,0.992,"SETL",1992
1807,9,0.004,"SETL",1992
1808,3,0.579787234042553,"SETL",1992
1808,4,0.228723404255319,"SETL",1992
1808,8,0.164893617021277,"SETL",1992
1808,11,0.0265957446808511,"SETL",1992
1809,0,0.441860465116279,"SETL",1992
1809,8,0.465116279069767,"SETL",1992
1809,10,0.0697674418604651,"SETL",1992
1809,11,0.0232558139534884,"SETL",1992
1810,7,0.968819599109131,"SETL",1992
1810,8,0.0111358574610245,"SETL",1992
1810,9,0.0022271714922049,"SETL",1992
1810,10,0.0089086859688196,"SETL",1992
1810,11,0.0089086859688196,"SETL",1992
1811,0,0.268229166666667,"SETL",1992
1811,1,0.0208333333333333,"SETL",1992
1811,2,0.0286458333333333,"SETL",1992
1811,4,0.0104166666666667,"SETL",1992
1811,5,0.00260416666666667,"SETL",1992
1811,7,0.078125,"SETL",1992
1811,8,0.015625,"SETL",1992
1811,9,0.00260416666666667,"SETL",1992
1811,10,0.372395833333333,"SETL",1992
1811,11,0.200520833333333,"SETL",1992
1812,0,0.0882352941176471,"SETL",1992
1812,2,0.00367647058823529,"SETL",1992
1812,3,0.102941176470588,"SETL",1992
1812,8,0.775735294117647,"SETL",1992
1812,11,0.0294117647058824,"SETL",1992
1813,1,0.145454545454545,"SETL",1992
1813,2,0.154545454545455,"SETL",1992
1813,5,0.101818181818182,"SETL",1992
1813,8,0.58,"SETL",1992
1813,11,0.0181818181818182,"SETL",1992
1814,1,0.384146341463415,"SETL",1992
1814,5,0.00304878048780488,"SETL",1992
1814,6,0.00304878048780488,"SETL",1992
1814,7,0.0762195121951219,"SETL",1992
1814,9,0.240853658536585,"SETL",1992
1814,10,0.292682926829268,"SETL",1992
1815,8,1,"SETL",1992
1816,1,0.174342105263158,"SETL",1992
1816,2,0.00328947368421053,"SETL",1992
1816,4,0.180921052631579,"SETL",1992
1816,7,0.631578947368421,"SETL",1992
1816,11,0.00986842105263158,"SETL",1992
1817,8,1,"SETL",1992
1818,6,0.0628019323671498,"SETL",1992
1818,7,0.454106280193237,"SETL",1992
1818,10,0.473429951690821,"SETL",1992
1818,11,0.00966183574879227,"SETL",1992
1819,3,0.0267857142857143,"SETL",1992
1819,4,0.00669642857142857,"SETL",1992
1819,8,0.00669642857142857,"SETL",1992
1819,10,0.946428571428571,"SETL",1992
1819,11,0.0133928571428571,"SETL",1992
1820,3,0.0414201183431953,"SETL",1992
1820,6,0.0029585798816568,"SETL",1992
1820,8,0.920118343195266,"SETL",1992
1820,11,0.0355029585798817,"SETL",1992
1821,3,0.0414201183431953,"SETL",1992
1821,6,0.0029585798816568,"SETL",1992
1821,8,0.920118343195266,"SETL",1992
1821,11,0.0355029585798817,"SETL",1992
1822,6,0.00628930817610063,"SETL",1992
1822,7,0.281446540880503,"SETL",1992
1822,9,0.00943396226415094,"SETL",1992
1822,10,0.683962264150943,"SETL",1992
1822,11,0.0188679245283019,"SETL",1992
1823,0,0.00775193798449612,"SETL",1992
1823,8,0.968992248062015,"SETL",1992
1823,10,0.0232558139534884,"SETL",1992
1824,3,0.650429799426934,"SETL",1992
1824,4,0.134670487106017,"SETL",1992
1824,5,0.00859598853868195,"SETL",1992
1824,7,0.0401146131805158,"SETL",1992
1824,8,0.0974212034383954,"SETL",1992
1824,9,0.00286532951289398,"SETL",1992
1824,11,0.0659025787965616,"SETL",1992
1825,2,0.0131926121372032,"SETL",1992
1825,5,0.986807387862797,"SETL",1992
1826,2,0.00578034682080925,"SETL",1992
1826,5,0.994219653179191,"SETL",1992
1827,2,0.0249520153550864,"SETL",1992
1827,5,0.973128598848369,"SETL",1992
1827,11,0.00191938579654511,"SETL",1992
1828,2,0.0374220374220374,"SETL",1992
1828,5,0.95010395010395,"SETL",1992
1828,11,0.0124740124740125,"SETL",1992
1829,0,0.0245901639344262,"SETL",1992
1829,3,0.0922131147540984,"SETL",1992
1829,4,0.00204918032786885,"SETL",1992
1829,8,0.00409836065573771,"SETL",1992
1829,10,0.866803278688525,"SETL",1992
1829,11,0.0102459016393443,"SETL",1992
1830,0,0.00196078431372549,"SETL",1992
1830,2,0.00196078431372549,"SETL",1992
1830,5,0.319607843137255,"SETL",1992
1830,8,0.127450980392157,"SETL",1992
1830,9,0.0568627450980392,"SETL",1992
1830,10,0.33921568627451,"SETL",1992
1830,11,0.152941176470588,"SETL",1992
1831,0,0.406976744186047,"SETL",1992
1831,3,0.5,"SETL",1992
1831,4,0.0465116279069767,"SETL",1992
1831,10,0.0465116279069767,"SETL",1992
1832,2,0.00152439024390244,"SETL",1992
1832,3,0.0564024390243902,"SETL",1992
1832,4,0.896341463414634,"SETL",1992
1832,7,0.024390243902439,"SETL",1992
1832,11,0.0213414634146341,"SETL",1992
1833,0,0.00763358778625954,"SETL",1992
1833,1,0.106870229007634,"SETL",1992
1833,2,0.00508905852417303,"SETL",1992
1833,5,0.0534351145038168,"SETL",1992
1833,7,0.0763358778625954,"SETL",1992
1833,8,0.0585241730279898,"SETL",1992
1833,9,0.231552162849873,"SETL",1992
1833,10,0.183206106870229,"SETL",1992
1833,11,0.27735368956743,"SETL",1992
1834,2,0.024390243902439,"SETL",1992
1834,4,0.134146341463415,"SETL",1992
1834,5,0.00813008130081301,"SETL",1992
1834,6,0.0040650406504065,"SETL",1992
1834,7,0.654471544715447,"SETL",1992
1834,9,0.142276422764228,"SETL",1992
1834,11,0.032520325203252,"SETL",1992
1835,3,0.108108108108108,"SETL",1992
1835,4,0.864864864864865,"SETL",1992
1835,11,0.027027027027027,"SETL",1992
1836,0,0.0818181818181818,"SETL",1992
1836,2,0.0909090909090909,"SETL",1992
1836,4,0.327272727272727,"SETL",1992
1836,10,0.445454545454545,"SETL",1992
1836,11,0.0545454545454545,"SETL",1992
1837,1,0.244094488188976,"SETL",1992
1837,4,0.194225721784777,"SETL",1992
1837,10,0.561679790026247,"SETL",1992
1838,1,0.557103064066852,"SETL",1992
1838,4,0.00278551532033426,"SETL",1992
1838,10,0.440111420612813,"SETL",1992
1839,0,0.858267716535433,"SETL",1992
1839,1,0.005249343832021,"SETL",1992
1839,2,0.0603674540682415,"SETL",1992
1839,10,0.036745406824147,"SETL",1992
1839,11,0.0393700787401575,"SETL",1992
1840,0,0.189969604863222,"SETL",1992
1840,2,0.0060790273556231,"SETL",1992
1840,4,0.671732522796353,"SETL",1992
1840,10,0.103343465045593,"SETL",1992
1840,11,0.0288753799392097,"SETL",1992
1841,0,0.0775047258979206,"SETL",1992
1841,2,0.0964083175803403,"SETL",1992
1841,5,0.0964083175803403,"SETL",1992
